available_amount,monthly_expenses,savings_goal,actual_savings
8570.83,7518.24,134.28,318.29
3343.14,754.75,647.92,1778.33
3902.41,1825.21,440.7,846.06
3182.35,2328.75,465.08,363.0
5318.77,3866.85,207.77,704.02
7149.33,1859.8,2728.43,1893.31
3054.28,1913.94,425.09,446.94
3976.62,1193.02,1869.82,278.51
9373.46,5110.85,1653.89,1000.88
1437.12,528.55,675.84,361.08
5146.93,1220.92,2828.2,2750.11
7404.02,1895.53,816.52,1716.61
2354.09,1971.84,209.83,98.03
1426.37,1028.77,68.27,136.53
2243.85,1912.38,218.32,157.16
9269.41,4903.45,2220.43,2176.22
1083.34,530.08,130.18,183.98
2694.9,1215.09,294.92,493.91
1281.55,809.19,162.33,56.61
1995.67,890.25,708.11,410.29
6581.34,4754.31,1163.69,737.03
3174.75,2415.74,20.27,196.12
6122.91,4978.48,276.76,366.6
6311.76,2335.1,1345.23,2906.16
8644.92,4918.23,1745.83,742.19
1042.67,371.62,80.27,346.91
8680.33,1964.26,1801.43,2755.22
6572.07,4570.73,1417.91,1380.22
2464.69,1440.09,390.62,456.63
7956.44,5623.2,1389.01,287.89
8699.42,2273.47,2492.13,4265.47
3288.37,2949.24,126.15,157.24
9269.14,8305.56,479.42,644.21
5090.12,2674.86,501.15,642.32
6430.82,5184.79,249.01,293.51
9861.85,3653.79,4913.57,5219.63
4253.82,3047.0,838.98,538.67
8318.43,6783.33,906.02,1407.24
3865.59,2977.54,97.43,268.94
8192.92,6294.15,45.91,1203.06
6406.61,3357.82,427.84,1416.11
2947.2,2281.11,499.69,236.97
4726.23,3230.35,976.86,379.06
3858.72,1129.51,1142.07,548.72
1702.98,476.71,950.38,722.87
1268.51,939.14,38.62,222.74
4118.31,2626.76,667.2,654.0
1171.31,660.11,74.93,238.81
2489.39,2078.85,100.64,244.87
7526.65,4980.48,1914.99,590.3
7372.82,3519.07,2676.91,3079.55
7647.22,3745.25,317.77,3013.2
3854.38,2403.86,289.57,967.87
9010.18,6597.18,1147.63,283.85
6344.47,3775.26,126.1,971.45
2134.24,1186.92,416.88,342.53
2293.47,1625.68,312.25,43.21
7237.86,5020.8,516.07,206.62
2556.5,1997.24,131.14,107.81
5565.63,1356.83,771.32,1413.39
9925.97,7230.74,2017.49,806.36
1036.07,579.82,141.94,312.85
1149.22,289.93,402.33,31.49
9937.76,6711.04,778.48,2169.47
6261.75,4393.11,1050.42,262.54
2142.19,1213.63,75.36,207.92
9075.72,6858.15,127.1,1279.47
8923.42,3660.15,3133.89,1186.21
5825.8,1988.55,2230.73,875.1
6596.13,2938.67,775.39,911.0
3458.68,1684.5,503.93,533.86
1454.68,999.59,348.51,205.38
6351.11,5029.21,110.33,801.22
3652.8,2573.92,158.07,215.52
6972.59,2243.72,1626.88,3029.45
8526.21,3890.95,1046.08,2250.13
1163.44,361.7,416.27,83.35
6361.42,4330.27,1122.18,656.34
3081.52,1151.63,812.7,1281.49
8865.0,5033.29,1873.54,1624.36
3282.98,2476.29,279.71,417.4
6496.93,4350.72,1305.56,914.28
5981.87,2445.76,119.09,2621.5
4565.5,1976.89,647.96,710.24
7098.59,4666.29,1331.79,1004.45
7531.93,4403.37,825.05,1857.05
6102.44,1632.25,280.85,3348.49
7825.8,6352.94,406.53,381.81
9850.75,5504.89,2473.65,872.79
4773.45,2536.39,218.31,1005.79
5631.25,1908.47,2158.11,545.75
1112.23,515.96,369.91,41.82
8164.26,3534.94,2352.81,1330.52
5682.07,2213.25,677.76,2065.94
4671.65,2789.84,1212.33,223.22
1846.65,966.89,150.93,275.2
9006.91,7407.63,1158.93,411.15
4555.07,3912.53,363.24,450.34
7143.23,2526.07,202.12,1762.62
2344.37,633.15,1094.2,384.65
9653.95,7237.91,978.85,989.42
2605.98,2336.0,97.76,142.84
2795.88,2249.34,183.86,117.03
8730.85,1891.0,3319.41,431.76
9213.24,3463.12,3333.14,1723.62
2909.33,670.13,1605.01,1554.79
5228.21,4049.49,257.38,844.64
7601.45,4613.97,1507.55,910.12
8905.29,4983.43,2153.39,1581.82
4411.47,2594.45,980.9,852.3
5653.18,2129.64,1389.68,860.19
7675.45,4767.58,909.63,712.88
7580.22,1678.77,3599.32,2513.53
8046.64,5248.09,671.68,1463.84
6129.4,4377.03,291.67,709.71
1941.54,1303.0,278.83,448.61
9135.76,3951.05,1109.99,2469.05
8790.15,6842.11,51.79,438.12
8182.88,5735.22,100.99,476.86
1898.76,550.28,749.77,739.78
2839.58,955.8,1466.55,1113.76
7692.4,4969.11,990.6,489.89
1208.26,486.44,84.92,400.01
9813.02,2783.0,4600.91,3787.98
4394.3,1355.55,635.55,1351.42
7473.81,2361.22,4072.19,3362.7
8988.14,4803.74,1885.54,2909.02
4551.67,2845.57,317.52,404.16
3872.19,1252.58,1039.47,1285.89
6478.67,4526.96,523.65,1521.23
6228.9,2471.06,2343.31,2077.48
4682.26,1957.61,230.65,1320.49
6415.97,2286.97,2830.86,2571.63
9418.43,7060.47,1447.48,184.8
5208.76,4541.36,459.9,239.78
2770.68,1509.33,903.12,575.29
4394.85,1008.27,622.53,1461.5
4546.96,1738.75,1170.48,907.14
2179.98,677.18,1021.81,666.41
2465.84,1947.85,156.39,192.77
7161.06,1857.56,256.3,3404.3
4055.3,3554.61,116.82,30.81
9594.09,5871.19,720.51,539.49
3192.37,1795.45,972.33,411.73
1890.32,1499.3,145.1,76.69
7781.54,1706.36,3322.12,2149.68
8929.32,6643.48,1759.4,1093.44
3503.02,986.53,602.32,1358.85
2818.79,2222.74,362.97,430.42
2671.9,1524.11,20.9,272.91
5698.11,1383.45,359.38,1343.1
5215.75,4085.35,146.38,585.21
3334.96,730.76,650.88,702.7
1406.56,417.55,318.85,529.4
5333.42,4045.28,491.57,770.41
9633.99,5061.79,897.36,2736.93
6872.67,5614.78,66.63,416.9
5459.56,3520.33,1051.1,808.17
1996.23,1270.54,13.74,321.7
3271.93,1323.71,1261.62,380.84
3652.97,1072.42,1918.18,620.08
7883.23,6880.65,569.76,610.43
8890.4,2430.26,3079.99,3296.12
9114.78,5198.22,2058.6,1268.07
9861.12,3853.71,3134.53,4679.24
9841.3,3787.9,4511.99,3995.8
9576.99,5901.44,2835.48,1114.9
1646.4,1248.88,135.7,42.93
2240.14,1666.72,283.08,335.16
3740.2,3022.68,460.82,120.72
5976.08,2420.5,2.95,2404.09
1872.8,985.14,374.25,287.51
8612.17,1778.71,3569.13,4689.28
6550.81,4734.92,1041.89,731.23
5881.28,2420.97,1020.9,929.8
2487.8,1475.38,239.45,137.3
3279.3,1044.49,325.64,375.06
2442.81,1889.71,246.82,86.75
8667.4,6692.02,1452.78,875.39
6258.05,5095.41,833.36,641.07
7616.16,1768.14,1684.07,1376.83
3664.3,3278.52,79.58,131.23
4341.27,1621.23,1716.44,655.06
4643.69,1934.58,1571.24,1006.21
7840.13,2936.4,1982.44,1882.12
7951.18,3079.28,1516.25,1088.46
2861.32,1679.2,117.07,162.68
9473.85,3485.12,3761.59,1628.66
2085.9,992.14,540.29,121.65
9065.1,5973.22,932.22,763.33
1903.56,1494.71,300.52,198.01
3380.86,2315.61,562.17,157.34
8618.31,5309.1,2460.03,1905.72
2615.43,793.55,691.46,1142.17
4722.11,3642.07,392.8,446.38
5048.73,1141.48,2929.63,1039.56
3207.33,1234.61,1514.72,1348.41
7392.21,1773.7,4318.47,4750.48
8662.01,5779.3,1888.52,552.13
8871.18,4061.75,1779.12,1665.31
4053.9,2661.12,234.32,392.36
5777.65,2559.05,987.32,826.77
3235.66,1679.37,1168.21,1218.6
3203.17,1667.48,446.64,895.55
2451.29,568.47,1139.81,622.86
9460.17,4741.05,3484.62,1063.09
8991.9,5833.45,2451.95,2138.97
7996.23,4655.7,2532.59,1462.13
5658.95,1430.01,1877.85,707.92
5415.47,3615.58,708.26,1045.59
5767.71,2400.54,2660.44,2950.16
5829.11,1224.72,803.67,83.39
4911.07,1517.11,509.18,687.51
2185.79,1198.45,760.79,628.9
2130.97,889.22,684.65,513.13
9570.25,6565.84,1289.02,751.75
5338.28,1966.93,356.15,2179.15
9578.85,7097.52,1018.82,798.94
2472.19,990.2,1119.46,524.79
5989.75,3801.12,1055.6,1475.23
2869.46,2179.21,223.43,164.36
3278.66,1540.61,766.28,731.14
1270.49,295.72,691.03,153.17
2070.58,1190.19,642.93,162.2
9251.64,8296.74,305.63,372.45
3893.8,3419.9,230.53,276.5
6473.16,2296.13,932.99,3274.41
5185.13,3779.89,507.1,549.84
4604.06,2032.54,452.35,603.76
5786.97,1806.64,1692.35,2028.76
2685.15,1788.69,414.7,83.04
9897.44,5449.61,1202.11,3692.06
8364.77,4830.33,769.43,1322.32
7674.53,5979.8,204.76,137.72
5218.83,2273.22,328.83,792.7
2375.89,1584.64,450.36,227.4
9285.99,4237.51,895.15,2553.49
4072.48,936.29,296.0,1901.31
1450.96,674.13,620.76,504.31
4081.63,3530.71,114.55,224.68
8150.11,4387.07,2697.49,968.1
6604.38,1821.23,2331.06,920.21
7757.55,5286.6,1413.52,1175.05
8142.72,7119.71,459.06,406.54
2907.59,2429.47,69.16,254.65
9314.05,5591.9,2522.28,869.16
4941.91,2290.06,1756.52,2169.42
6751.12,4094.38,743.22,1435.95
1020.78,787.18,142.75,68.38
9940.32,7980.74,851.3,1381.13
3528.07,2727.87,581.94,425.3
1558.57,808.64,481.65,448.2
5124.36,1451.22,120.47,655.77
2161.27,1293.35,610.51,344.38
2370.94,733.81,1268.54,1582.29
6690.55,1623.6,3008.37,1355.87
4536.35,2490.76,196.23,330.83
9296.67,6124.29,2049.04,1673.17
3872.41,3089.81,405.38,289.93
7535.62,5636.53,514.77,408.91
5149.89,4120.27,728.18,317.91
6939.56,5080.09,841.32,367.88
6397.26,4428.61,1343.29,533.88
5255.06,1088.3,2233.76,681.15
9550.55,6095.84,797.39,1991.39
4084.42,1161.35,2280.04,1130.61
2595.12,625.6,899.69,231.77
7102.85,2198.25,2027.58,3409.49
8614.07,6687.14,622.03,675.03
1362.28,981.79,41.5,56.81
5046.69,4361.05,376.4,459.72
9032.39,7996.22,357.1,600.33
7746.57,6393.23,1011.87,313.59
9926.27,2908.88,5417.97,1106.2
5782.72,4712.16,657.45,395.69
6939.96,5462.07,286.7,927.89
3722.32,3014.19,405.61,336.37
9527.82,2917.23,108.0,1664.81
4297.02,1210.7,2040.43,449.93
7646.6,6474.11,463.01,365.59
4628.26,1488.81,2352.68,1393.73
6056.37,2774.03,991.95,1405.38
7478.04,3882.52,757.0,2779.41
5580.41,1602.19,3166.84,1051.5
9163.78,1965.12,3056.14,1536.58
4773.71,4276.59,343.28,82.56
6823.65,5552.13,926.74,952.37
4081.26,3422.7,273.16,119.46
4673.41,1865.6,1023.65,1846.44
4960.45,1756.35,1417.2,1696.0
2132.26,1062.09,725.78,310.66
1825.51,944.38,679.99,277.47
7007.41,1428.95,1465.23,1876.04
6899.66,5143.54,1037.7,866.7
6966.19,6253.32,162.75,444.16
1177.9,671.5,247.51,331.65
3938.92,1858.31,1339.56,494.29
2780.29,1320.43,1035.31,1179.91
8003.36,2138.93,2105.17,1852.33
8745.67,3378.57,1587.61,3476.03
3220.12,1775.88,292.84,408.58
7010.64,3521.4,372.42,1834.41
2164.27,1258.57,264.4,648.09
3476.37,2761.44,498.72,356.07
2247.89,804.0,483.77,1109.37
3551.69,779.12,703.77,329.21
7072.63,1603.77,3233.77,1637.21
9192.94,2701.97,1119.48,2065.44
2822.7,1691.75,231.88,784.58
5878.71,4501.5,1031.15,681.4
7312.52,6001.85,85.55,367.9
9576.3,6172.69,1129.0,1005.18
6490.54,3129.74,1550.68,2864.01
3295.96,1015.68,420.05,755.27
6629.3,3188.65,773.49,1180.58
3884.42,1680.75,391.1,231.26
9785.16,7916.37,516.06,760.77
4597.09,2485.66,1517.7,653.16
7168.85,2568.86,1588.24,2322.68
1209.05,486.23,241.61,347.29
4600.55,1359.6,1002.31,865.63
8875.97,7482.53,1074.75,1142.63
6492.05,1527.2,465.9,2136.13
4995.49,1044.02,2756.15,2105.86
9423.44,3091.76,1657.18,2678.02
8685.86,6667.37,1544.57,221.69
3899.94,2209.03,426.42,225.64
5900.94,3765.33,141.59,1225.92
5408.42,2436.02,1236.62,656.96
6689.82,1659.57,916.98,1388.95
4007.0,3202.84,484.42,406.46
3197.85,1069.12,1119.38,1248.26
9214.05,2056.04,3931.0,3556.34
9314.87,5597.24,575.46,2470.14
8589.91,2218.79,3611.81,1566.06
9803.84,2617.95,1789.75,2111.42
7704.92,5857.78,1475.76,592.77
7882.01,4288.81,2103.51,1034.21
7863.31,2902.0,2343.37,534.2
5325.47,2364.71,2053.86,163.13
5108.07,3629.12,697.25,982.99
3162.04,779.28,1053.66,1111.19
6803.37,1915.4,927.99,1667.71
3603.88,2275.43,720.67,966.9
3320.28,2074.77,373.3,257.73
6273.65,5525.35,25.79,368.49
4689.84,2167.57,1646.66,1189.65
2969.71,729.23,92.98,591.38
8344.5,4808.74,1901.68,1667.96
8745.13,5656.72,387.21,2255.12
2509.3,747.07,609.83,244.33
1067.56,626.66,303.02,50.76
4025.17,1362.27,201.14,373.22
8177.6,6471.02,910.83,746.79
8552.56,6710.45,902.81,511.15
2244.96,1124.14,777.87,713.93
7969.02,6986.6,135.76,499.29
2041.34,1808.3,149.1,140.94
4510.56,1310.21,1152.44,1002.71
9987.49,4568.27,1858.33,2789.71
2733.32,1695.27,300.44,397.0
2385.67,618.81,545.0,1280.35
4805.2,2248.16,1063.65,1556.14
6577.02,2517.82,346.82,1371.1
9396.11,8141.12,426.76,937.66
9827.39,4796.85,2623.86,538.54
1626.77,1193.83,172.55,345.29
2241.98,1055.28,157.43,524.67
8116.64,2372.24,1668.41,731.7
3435.69,2763.0,238.38,205.92
8963.64,1795.34,3835.75,4214.14
6971.08,1667.19,3822.05,1368.64
2006.6,913.14,481.45,564.36
8492.76,5782.12,1466.72,581.57
2587.21,1136.28,89.6,395.3
4811.46,1185.63,2768.58,2155.53
5969.66,2522.11,869.36,1454.69
5506.9,2045.74,981.01,752.42
7175.47,1462.32,1018.51,1741.97
6874.18,3948.26,198.19,1877.01
9928.38,2796.35,4507.71,4305.86
9994.8,4010.39,1151.35,2979.5
5648.13,3664.7,448.56,1243.02
1856.79,1313.83,78.97,299.85
7550.59,2902.59,3625.01,1290.69
9789.98,4213.95,3484.05,3158.59
3864.94,1440.99,1803.22,1177.87
5150.88,4480.35,462.25,519.67
4822.99,1607.81,2331.13,2277.79
1462.77,480.12,376.58,354.26
7050.38,3606.44,469.87,225.73
4180.04,1389.92,729.63,1284.91
8087.17,2504.57,1306.11,1414.37
8489.08,2267.57,3569.33,3472.09
8391.08,5438.42,60.64,608.15
4749.99,2985.17,200.54,1056.28
3893.91,2550.96,733.67,996.9
7739.39,5737.29,197.72,693.59
8212.5,3518.65,181.34,3501.18
5421.32,4569.61,74.42,192.29
9037.28,6445.78,1431.91,2174.09
2295.18,1751.9,60.55,279.28
8911.62,6279.78,308.04,1489.02
1864.86,840.9,188.65,494.86
2381.73,948.22,861.15,810.82
5804.56,2877.68,469.13,1231.12
1607.67,430.73,33.31,621.49
1475.26,761.08,517.56,626.74
1004.67,231.27,542.19,200.7
4926.85,998.98,580.76,925.2
7971.61,6792.21,250.36,915.51
1313.55,896.54,62.9,218.74
6870.32,4076.11,1608.42,1410.89
8408.15,3689.25,943.81,138.45
2512.01,1505.64,749.91,291.93
2321.77,1913.38,270.4,233.38
8747.21,5744.0,1413.68,510.31
8408.12,5227.64,22.74,2539.58
5850.48,3054.79,1976.37,866.88
8372.8,3700.68,2720.15,1723.15
1834.8,1264.15,359.7,32.99
4550.33,4034.72,29.63,115.59
7640.18,3799.69,2176.97,1274.24
3317.07,1574.09,1121.9,235.23
7770.96,3882.99,2975.5,1595.82
5537.61,2757.07,1291.22,684.81
7752.39,6926.28,335.76,291.83
5182.12,3600.25,538.34,877.77
4311.14,1946.17,1326.82,1441.15
2972.7,1367.6,1182.41,914.2
2875.41,1442.19,687.67,738.37
7763.42,1752.19,1093.0,3437.89
2070.19,1178.92,12.53,114.14
1773.84,1362.25,203.86,276.72
2586.62,1713.37,604.01,229.76
2578.12,873.71,89.96,1151.4
8407.97,5966.5,776.53,502.74
4586.56,3227.2,1022.29,1149.63
9913.5,3804.58,2451.76,2039.43
2234.9,1421.42,143.6,474.84
6881.86,4319.5,724.96,851.33
5038.57,3969.64,349.02,210.81
4536.26,1339.33,299.97,1310.01
8875.76,2985.69,3113.69,1232.77
9780.36,5283.14,2130.47,1087.09
8855.73,2044.8,3529.28,2696.17
2730.71,1340.55,679.28,1056.65
2987.18,2245.62,9.89,157.08
6904.66,2099.71,670.63,3428.74
3601.75,1879.99,228.06,1183.63
7612.53,6796.76,63.92,586.41
6097.79,3379.05,1599.65,1797.1
5958.18,3270.01,258.36,404.26
8456.92,4999.36,1848.26,78.33
7394.79,2441.78,706.86,3645.58
1239.2,375.5,81.75,129.46
1445.13,974.23,61.23,289.05
6414.03,3059.73,1364.27,485.04
5375.73,2166.07,1657.42,529.26
3341.66,741.76,1688.74,439.93
4767.9,3777.3,101.88,139.98
7821.19,1741.23,2997.11,1525.85
8439.5,6118.54,1436.84,506.88
6051.01,2828.19,805.46,1368.16
4468.33,2766.26,108.55,1103.82
3436.27,1283.02,268.63,486.9
5697.27,1759.2,288.45,2462.71
3832.75,2197.59,1160.59,981.16
6076.86,4174.39,573.33,334.92
7089.87,2388.19,1968.49,1288.5
1594.71,806.05,484.99,531.17
1009.61,516.17,146.65,371.9
2910.49,1022.12,980.6,1148.75
9050.6,5389.95,224.56,336.66
6816.62,2059.67,1830.11,1197.72
2547.64,1418.59,87.18,987.5
9012.38,2518.08,1289.95,1112.14
5229.6,2823.36,564.68,1945.17
5284.83,2209.69,1765.34,1062.4
9419.88,4866.05,2455.8,2278.72
1535.38,773.26,455.49,642.65
2936.6,2453.69,23.86,263.67
6271.94,3405.38,2279.29,424.59
2759.38,2132.86,27.28,177.4
7115.74,2547.13,3018.02,2417.08
2926.83,1306.71,959.46,1300.1
1892.41,477.95,669.62,330.26
2862.87,1415.75,508.06,1096.41
4804.61,3209.91,965.92,444.33
2585.24,2033.86,326.36,204.53
2212.23,1318.8,98.05,390.11
8742.54,5665.61,1951.1,1591.83
3883.57,1258.62,164.97,1200.15
4246.83,959.97,1316.18,139.94
1497.43,1129.34,189.96,156.73
4216.33,1336.27,1893.21,1540.47
3383.26,892.57,922.77,1325.83
6494.37,5561.08,176.84,219.04
2848.51,2490.92,140.36,115.95
8995.29,5679.45,663.72,1163.78
9367.0,4356.09,2119.52,2409.21
1898.48,1487.02,152.24,181.83
1966.63,675.15,806.4,1104.02
2037.94,1020.14,195.49,714.88
6576.12,2958.68,578.75,296.79
2097.72,1759.76,128.21,48.14
8671.44,7317.34,54.71,285.58
7788.44,5106.26,492.11,1660.63
8378.28,2325.12,1712.82,3529.11
5734.54,3082.52,1034.57,982.77
9970.09,3706.18,1350.18,3753.35
1397.58,1145.23,113.18,101.67
4611.38,1369.04,2278.5,1834.77
3915.43,931.94,1297.76,1806.41
9537.81,6610.66,671.7,943.09
6191.75,3202.99,148.2,1813.23
8255.72,6496.06,192.39,434.93
2533.07,638.94,850.41,1344.42
9807.71,7461.25,1283.44,477.82
5487.76,1240.97,168.74,2144.58
5443.05,1195.56,630.5,1033.53
9737.96,5092.19,1185.9,1015.81
4426.59,1571.01,730.51,713.91
4577.73,2818.06,1349.18,348.26
6262.77,1365.74,798.3,1924.62
2152.47,483.82,83.46,359.9
3889.77,2757.86,319.66,418.14
2738.87,950.71,192.32,1171.17
1929.55,1272.52,66.53,182.03
8795.3,6376.11,788.56,493.84
6303.98,1522.61,1171.98,672.46
4228.06,3123.8,81.03,272.08
4678.02,1814.58,1384.31,1225.43
4883.67,2308.42,1033.6,298.33
6698.34,1745.91,305.46,3706.78
9340.92,7351.69,1372.96,1605.18
9395.02,5566.64,871.99,778.57
4523.43,2502.66,1554.18,811.56
3963.36,3479.79,360.38,111.19
5059.42,2196.57,994.2,1394.28
6111.41,5033.02,197.19,545.71
5156.36,3628.95,1020.13,309.6
6928.78,5889.25,300.45,289.29
5989.59,5004.07,128.95,602.81
3886.44,3473.39,182.27,364.79
4111.58,1201.29,1139.44,983.55
4407.34,3337.28,727.65,284.58
1851.76,1413.16,255.89,325.2
2494.56,1624.11,610.11,489.01
7508.02,2967.19,2668.93,1730.61
4501.87,3941.85,287.7,57.05
2930.85,1005.56,770.39,641.81
6064.05,3333.43,2157.31,1100.88
7799.86,4407.24,2603.26,2163.19
3316.8,1039.09,1546.75,661.94
8441.11,5957.48,1540.48,1237.37
9347.54,2450.99,3186.54,3011.46
6376.55,4369.01,417.17,233.47
7020.53,5574.52,1012.72,813.88
1473.18,654.94,7.08,210.22
9509.68,6624.39,524.98,624.24
4532.36,1403.86,1010.46,1189.86
9315.1,7379.09,907.85,823.15
6210.8,5381.17,372.26,383.96
1041.57,319.64,101.54,301.24
1346.88,921.67,35.65,164.9
7123.77,3947.15,565.0,2198.53
6064.01,3468.92,723.95,1684.94
1238.79,860.39,4.25,90.43
7691.14,4169.51,1950.86,561.68
8669.31,5376.95,652.49,1912.33
5467.76,1977.31,981.25,755.56
5191.82,2413.96,744.25,516.61
1049.26,845.35,83.49,74.14
8079.85,2237.57,4018.55,3950.36
3976.44,2458.65,181.4,589.13
8908.87,2931.03,1629.45,2102.95
4357.55,3453.69,500.39,647.56
6085.7,3683.86,84.99,1392.26
3433.08,1655.2,1180.48,713.69
2445.29,916.69,1176.2,362.22
7974.17,4033.27,1915.71,453.14
5469.31,4760.1,542.69,324.63
5828.39,3243.19,854.28,548.84
9688.74,5121.88,1516.31,1842.56
9672.22,6987.13,228.23,1493.03
8700.78,4048.76,131.92,1456.47
2688.48,1342.08,263.36,1023.86
6348.45,2767.06,1369.89,1473.86
8903.33,2721.25,2510.83,4321.57
4370.18,3057.67,228.46,700.89
1909.96,1549.21,176.86,232.81
8298.67,6920.38,199.8,503.1
5335.87,4357.07,255.44,761.66
6079.53,3138.55,460.46,2078.3
9839.3,3924.37,3296.57,4775.95
6464.9,4179.86,944.31,1459.53
4824.81,4189.35,374.21,117.97
4329.86,3069.59,57.72,728.86
4758.57,2600.06,734.52,549.47
2065.59,1409.08,507.86,153.36
8152.76,6039.37,90.65,1237.17
8539.45,7202.93,447.34,496.9
3559.57,2613.62,30.57,232.79
3734.17,1879.16,217.63,192.83
8869.01,3472.43,1996.85,2031.2
1215.73,668.55,68.95,354.0
5684.12,2442.6,1345.24,182.77
5173.08,4448.51,534.86,114.12
7211.14,4006.34,513.81,1056.7
2470.53,1310.46,99.47,577.07
7014.98,3112.81,2576.3,1615.58
4390.61,2843.29,569.75,348.9
6568.43,3704.83,2021.96,545.26
1360.86,395.1,236.51,336.37
5155.54,4167.98,495.78,564.94
5700.26,2572.58,2310.26,1703.4
2928.94,1472.68,200.03,962.85
2256.61,776.2,948.33,999.43
2696.27,1583.73,562.07,826.12
4097.27,2833.01,822.22,417.23
1871.29,1528.5,46.81,129.91
9525.88,2249.3,2526.93,3805.5
4644.95,4093.74,56.81,180.31
8280.73,5735.83,1954.65,1621.78
9769.75,3898.22,294.48,3944.64
1726.62,592.46,59.41,755.36
6865.03,2795.86,2923.8,1673.52
8842.68,7189.17,397.85,1248.3
6708.11,2709.9,1909.61,1741.75
4861.24,2547.16,532.19,228.17
4879.69,3386.58,774.93,863.97
1323.09,1072.22,38.63,175.49
5811.41,3841.34,723.2,352.91
9941.89,7229.51,1157.63,408.95
9628.37,3093.87,1744.15,2175.96
1363.59,1110.22,51.02,108.9
7352.17,2889.43,500.57,1414.72
3715.88,1077.1,1490.69,863.69
9126.9,8062.44,143.3,442.18
1406.03,479.67,216.49,137.75
9422.87,2785.93,1788.83,1410.87
8537.28,5448.62,1122.71,212.94
2057.54,870.76,667.04,665.76
1538.42,451.29,372.19,295.24
8512.37,5284.35,2249.53,2183.77
2401.82,1756.43,350.98,395.66
5814.08,4391.02,954.57,803.01
9241.7,2854.38,3660.47,3513.95
6107.03,3601.97,297.87,545.02
4575.1,3520.88,824.76,546.63
5005.14,1565.41,2164.52,1707.95
1568.05,541.57,470.31,95.5
9718.77,1960.16,1025.57,2483.22
3795.89,2153.19,226.93,224.71
2704.27,909.38,882.12,1074.78
3574.43,2527.01,348.74,329.74
9679.36,8455.4,661.78,335.07
1848.57,639.84,360.13,886.89
8805.73,5762.19,1248.69,850.19
7370.6,2567.06,722.29,2163.11
8470.17,1800.8,828.08,3535.84
9783.08,7151.31,159.26,693.0
8579.39,4322.33,2791.41,2558.83
9490.44,8187.89,578.74,620.58
2142.42,1229.75,691.54,491.75
8162.1,2532.19,3375.63,2214.96
5911.08,3043.27,1763.73,329.26
5891.46,2015.02,1578.67,1937.6
9090.29,7405.14,1099.33,655.06
9746.23,6662.84,2323.8,1098.92
7343.54,3222.84,2379.26,339.44
5346.45,3044.66,194.43,837.05
5107.63,3415.15,881.47,524.56
4477.07,3348.85,108.7,247.15
4254.39,1089.56,195.52,951.34
4523.56,976.02,1966.48,1737.44
1807.78,506.39,869.1,695.06
1696.92,808.58,112.88,109.41
8018.83,4223.47,225.14,1372.66
5014.66,1481.95,2505.46,1883.4
9376.16,4573.76,507.94,3722.67
6509.99,3314.47,89.69,817.99
1316.58,363.86,549.58,398.13
2417.71,2034.89,259.61,51.81
2852.38,1766.77,446.81,543.83
9781.62,4616.68,2230.95,3227.18
2968.34,1646.94,356.1,803.17
5641.8,2369.21,624.31,1895.97
9425.59,7521.92,1150.17,740.52
9794.73,5901.43,2645.22,1433.53
3127.24,1708.81,364.53,671.2
1442.06,1207.9,51.29,133.28
2382.42,1873.97,108.93,252.72
1569.96,1207.24,14.68,259.98
2756.12,986.49,397.92,1102.67
6117.13,1879.1,86.97,2151.61
9212.04,6292.45,1841.46,1832.96
5834.97,3081.15,563.82,464.04
6633.91,4501.76,1177.21,1244.08
2816.81,2063.14,327.51,375.95
8205.25,3337.24,3261.43,3390.74
6560.1,2619.15,3027.84,1473.46
8777.23,4771.15,1177.12,1232.03
9539.59,3734.6,410.25,3746.26
4131.11,2755.89,824.74,241.87
1815.21,1311.87,8.58,146.06
3033.36,1608.98,254.07,845.76
4940.57,3491.31,61.74,536.93
9511.24,5300.68,3025.37,1757.59
4404.79,3078.99,5.62,970.77
7936.96,2837.29,2010.26,2255.73
5864.29,4205.81,562.55,793.17
2645.28,1853.25,413.6,248.58
3886.61,1502.66,552.59,119.53
6878.73,4052.81,1975.2,114.4
7055.68,5635.5,834.32,860.4
4912.84,1840.67,1062.46,678.02
3057.81,2186.9,249.45,77.82
7497.16,6505.86,647.03,344.47
2519.86,2031.94,295.51,294.84
9430.03,4536.45,1562.03,1590.99
2691.13,1682.08,275.57,375.8
1965.81,1757.91,6.47,165.42
5478.83,3275.83,144.0,382.92
5675.95,1592.21,176.15,521.07
5573.74,1292.0,83.63,2102.02
4930.01,3713.38,148.79,238.84
9953.33,4942.23,3436.18,484.18
5376.53,2004.2,2153.32,1907.08
5301.52,2350.54,1996.22,1098.4
4795.89,3501.78,645.82,719.26
1601.43,841.83,379.23,207.52
6336.61,5119.66,120.65,161.58
3051.71,2180.29,487.28,140.05
6738.48,5942.06,178.42,512.6
1457.5,1198.0,107.8,125.74
9832.48,3718.48,4669.74,2720.15
5221.05,3452.89,1231.5,667.89
9070.8,1944.6,1329.43,1246.44
5280.05,4719.18,330.54,237.54
1542.98,590.5,79.31,829.76
8399.92,5588.94,60.14,647.4
6833.65,5428.71,31.67,1017.61
8035.81,2509.79,752.63,3191.86
4853.53,3851.35,557.17,678.91
6741.43,1406.07,1550.69,4469.34
8706.06,4434.73,54.48,926.95
6679.59,3543.03,2479.19,426.99
4129.06,1907.06,948.13,1174.66
